"","region","year","total_cases","value1","value2","value3","GEOID","variable","estimate","value"
"1634","north carolina",1994,1174,65,5,2,"37","popluation",614668,0.055366269165247
"1635","north carolina",1995,999,40,3,0,"37","popluation",614668,0.04004004004004
"1636","north carolina",1970,838,9,0,0,"37","popluation",614668,0.0107398568019093
"1637","north carolina",1971,900,11,0,0,"37","popluation",614668,0.0122222222222222
"1638","north carolina",1972,1213,11,1,0,"37","popluation",614668,0.0090684253915911
"1639","north carolina",1973,1049,21,3,1,"37","popluation",614668,0.0200190657769304
"1640","north carolina",1974,1231,17,2,0,"37","popluation",614668,0.0138099106417547
"1641","north carolina",1988,1112,95,6,1,"37","popluation",614668,0.085431654676259
"1642","north carolina",1989,974,51,5,0,"37","popluation",614668,0.0523613963039014
"1643","north carolina",2005,975,76,12,0,"37","popluation",614668,0.077948717948718
"1644","north carolina",2006,1033,49,8,0,"37","popluation",614668,0.0474346563407551
"1645","north carolina",2007,803,63,5,2,"37","popluation",614668,0.0784557907845579
"1646","north carolina",2008,637,58,3,0,"37","popluation",614668,0.0910518053375196
"1647","north carolina",1985,1339,69,6,2,"37","popluation",614668,0.0515309932785661
"1648","north carolina",1986,1195,90,7,0,"37","popluation",614668,0.0753138075313808
"1649","north carolina",1987,1133,80,10,1,"37","popluation",614668,0.0706090026478376
"1650","north carolina",1996,1059,46,3,0,"37","popluation",614668,0.0434372049102927
"1651","north carolina",2001,1149,60,6,0,"37","popluation",614668,0.0522193211488251
"1652","north carolina",2002,1377,78,6,0,"37","popluation",614668,0.0566448801742919
"1653","north carolina",2003,948,59,5,0,"37","popluation",614668,0.0622362869198312
"1654","north carolina",2000,1092,71,6,0,"37","popluation",614668,0.065018315018315
"1655","north carolina",1997,1083,53,2,0,"37","popluation",614668,0.048938134810711
"1656","north carolina",1998,837,47,3,1,"37","popluation",614668,0.0561529271206691
"1657","north carolina",2004,579,60,5,0,"37","popluation",614668,0.103626943005181
"1658","north carolina",1999,1042,49,4,0,"37","popluation",614668,0.0470249520153551
"1659","north dakota",1973,89,1,0,0,"38","popluation",86033,0.0112359550561798
"1660","north dakota",1972,87,2,0,0,"38","popluation",86033,0.0229885057471264
"1661","north dakota",1974,124,0,0,0,"38","popluation",86033,0
"1662","north dakota",1975,102,2,1,0,"38","popluation",86033,0.0196078431372549
"1663","north dakota",1976,51,2,0,0,"38","popluation",86033,0.0392156862745098
"1664","north dakota",1999,217,17,2,0,"38","popluation",86033,0.0783410138248848
"1665","north dakota",2000,80,10,1,0,"38","popluation",86033,0.125
"1666","north dakota",2001,200,19,1,0,"38","popluation",86033,0.095
"1667","north dakota",1967,77,1,0,0,"38","popluation",86033,0.012987012987013
"1668","north dakota",1968,59,0,0,0,"38","popluation",86033,0
"1669","north dakota",1969,61,1,0,0,"38","popluation",86033,0.0163934426229508
"1670","north dakota",1970,79,0,0,0,"38","popluation",86033,0
"1671","north dakota",1971,97,0,0,0,"38","popluation",86033,0
"1672","north dakota",2011,153,28,5,0,"38","popluation",86033,0.183006535947712
"1673","north dakota",2012,110,14,1,0,"38","popluation",86033,0.127272727272727
"1674","north dakota",2013,92,13,2,0,"38","popluation",86033,0.141304347826087
"1675","north dakota",2014,170,27,2,0,"38","popluation",86033,0.158823529411765
"1676","north dakota",2002,140,8,2,0,"38","popluation",86033,0.0571428571428571
"1677","north dakota",2003,103,10,0,0,"38","popluation",86033,0.0970873786407767
"1678","north dakota",2004,114,13,1,0,"38","popluation",86033,0.114035087719298
"1679","north dakota",2005,112,13,1,1,"38","popluation",86033,0.116071428571429
"1680","north dakota",2006,156,19,2,0,"38","popluation",86033,0.121794871794872
"1681","north dakota",2007,113,14,2,1,"38","popluation",86033,0.123893805309735
"1682","north dakota",2008,168,23,4,1,"38","popluation",86033,0.136904761904762
"1683","north dakota",2009,104,14,1,0,"38","popluation",86033,0.134615384615385
"1684","north dakota",2010,131,18,2,0,"38","popluation",86033,0.137404580152672
"1685","north dakota",1984,62,3,0,0,"38","popluation",86033,0.0483870967741935
"1686","north dakota",1985,101,3,1,0,"38","popluation",86033,0.0297029702970297
"1687","north dakota",1986,119,4,0,0,"38","popluation",86033,0.0336134453781513
"1688","north dakota",1987,74,2,0,0,"38","popluation",86033,0.027027027027027
"1689","north dakota",2015,154,17,5,1,"38","popluation",86033,0.11038961038961
"1690","north dakota",2016,122,11,1,1,"38","popluation",86033,0.0901639344262295
"1691","north dakota",1977,93,6,0,0,"38","popluation",86033,0.0645161290322581
"1692","north dakota",1978,76,1,0,0,"38","popluation",86033,0.0131578947368421
"1693","north dakota",1979,87,1,0,0,"38","popluation",86033,0.0114942528735632
"1694","north dakota",1980,131,4,0,0,"38","popluation",86033,0.0305343511450382
"1695","north dakota",1981,105,7,0,0,"38","popluation",86033,0.0666666666666667
"1696","north dakota",1982,121,11,0,0,"38","popluation",86033,0.0909090909090909
"1697","north dakota",1983,139,3,0,0,"38","popluation",86033,0.0215827338129496
"1698","north dakota",1997,146,18,4,1,"38","popluation",86033,0.123287671232877
"1699","north dakota",1998,188,17,1,1,"38","popluation",86033,0.0904255319148936
"1700","north dakota",1989,97,8,1,0,"38","popluation",86033,0.0824742268041237
"1701","north dakota",1990,152,3,0,0,"38","popluation",86033,0.0197368421052632
"1702","north dakota",1991,134,7,1,0,"38","popluation",86033,0.0522388059701493
"1703","north dakota",1988,81,3,0,0,"38","popluation",86033,0.037037037037037
"1704","north dakota",1993,78,4,1,1,"38","popluation",86033,0.0512820512820513
"1705","north dakota",1994,163,10,1,0,"38","popluation",86033,0.0613496932515337
"1706","north dakota",1995,103,4,1,0,"38","popluation",86033,0.0388349514563107
"1707","north dakota",1992,105,6,1,0,"38","popluation",86033,0.0571428571428571
"1708","north dakota",1996,117,8,0,1,"38","popluation",86033,0.0683760683760684
"1709","ohio",2008,2259,65,7,2,"39","popluation",904294,0.0287737937140328
"1710","ohio",2009,1796,66,7,4,"39","popluation",904294,0.0367483296213808
"1711","ohio",2010,2432,68,7,5,"39","popluation",904294,0.0279605263157895
"1712","ohio",1979,330,11,2,0,"39","popluation",904294,0.0333333333333333
"1713","ohio",1980,475,5,3,0,"39","popluation",904294,0.0105263157894737
"1714","ohio",1981,488,14,2,0,"39","popluation",904294,0.0286885245901639
"1715","ohio",1982,712,21,1,1,"39","popluation",904294,0.0294943820224719
"1716","ohio",2011,1449,54,6,1,"39","popluation",904294,0.0372670807453416
"1717","ohio",2012,465,31,6,0,"39","popluation",904294,0.0666666666666667
"1718","ohio",2013,1155,17,2,1,"39","popluation",904294,0.0147186147186147
"1719","ohio",2014,1267,21,4,0,"39","popluation",904294,0.0165745856353591
"1720","ohio",2015,641,24,4,2,"39","popluation",904294,0.0374414976599064
"1721","ohio",2016,305,15,1,0,"39","popluation",904294,0.0491803278688525
"1722","ohio",1976,449,8,0,1,"39","popluation",904294,0.0178173719376392
"1723","ohio",1977,439,10,0,0,"39","popluation",904294,0.0227790432801822
"1724","ohio",1978,495,17,1,0,"39","popluation",904294,0.0343434343434343
"1725","ohio",1992,3401,66,13,1,"39","popluation",904294,0.0194060570420465
"1726","ohio",1993,2719,63,9,1,"39","popluation",904294,0.0231702831923501
"1727","ohio",1994,2608,73,13,3,"39","popluation",904294,0.0279907975460123
"1728","ohio",1995,2793,64,5,1,"39","popluation",904294,0.0229144289294665
"1729","ohio",1983,823,29,4,1,"39","popluation",904294,0.0352369380315917
"1730","ohio",1984,1030,36,5,0,"39","popluation",904294,0.0349514563106796
"1731","ohio",1985,701,11,0,0,"39","popluation",904294,0.0156918687589158
"1732","ohio",1986,832,25,6,2,"39","popluation",904294,0.0300480769230769
"1733","ohio",1987,745,32,3,0,"39","popluation",904294,0.0429530201342282
"1734","ohio",1988,1760,51,6,1,"39","popluation",904294,0.0289772727272727
"1735","ohio",1989,1343,53,5,1,"39","popluation",904294,0.039463886820551
"1736","ohio",1990,2558,125,10,0,"39","popluation",904294,0.0488663017982799
"1737","ohio",1991,2200,61,5,1,"39","popluation",904294,0.0277272727272727
"1738","ohio",2006,1756,76,11,2,"39","popluation",904294,0.0432801822323462
"1739","ohio",2007,1709,57,7,1,"39","popluation",904294,0.0333528379169105
"1740","ohio",1967,380,4,0,0,"39","popluation",904294,0.0105263157894737
"1741","ohio",1968,400,4,1,0,"39","popluation",904294,0.01
"1742","ohio",1969,465,8,0,0,"39","popluation",904294,0.0172043010752688
"1743","ohio",1970,399,5,0,0,"39","popluation",904294,0.012531328320802
"1744","ohio",1971,474,8,1,1,"39","popluation",904294,0.0168776371308017
"1745","ohio",1972,390,12,0,0,"39","popluation",904294,0.0307692307692308
"1746","ohio",1973,384,7,0,0,"39","popluation",904294,0.0182291666666667
"1747","ohio",1974,394,9,0,0,"39","popluation",904294,0.0228426395939086
"1748","ohio",1975,448,7,0,0,"39","popluation",904294,0.015625
"1749","ohio",2002,1905,67,10,1,"39","popluation",904294,0.0351706036745407
"1750","ohio",2003,1916,68,6,0,"39","popluation",904294,0.0354906054279749
"1751","ohio",2004,1062,64,8,2,"39","popluation",904294,0.0602636534839925
"1752","ohio",2005,1389,70,4,0,"39","popluation",904294,0.0503959683225342
"1753","ohio",1997,2238,77,6,1,"39","popluation",904294,0.0344057193923146
"1754","ohio",1998,2816,93,4,1,"39","popluation",904294,0.0330255681818182
"1755","ohio",1999,2363,68,8,0,"39","popluation",904294,0.0287769784172662
"1756","ohio",1996,2794,99,10,1,"39","popluation",904294,0.0354330708661417
"1757","ohio",2001,2038,83,9,3,"39","popluation",904294,0.0407262021589794
"1758","ohio",2000,1432,67,9,1,"39","popluation",904294,0.0467877094972067
"1759","oklahoma",1972,515,9,1,0,"40","popluation",322458,0.0174757281553398
"1760","oklahoma",1973,571,17,0,0,"40","popluation",322458,0.0297723292469352
"1761","oklahoma",1971,686,21,2,0,"40","popluation",322458,0.0306122448979592
"1762","oklahoma",1967,250,1,0,0,"40","popluation",322458,0.004
"1763","oklahoma",1968,276,3,0,0,"40","popluation",322458,0.0108695652173913
"1764","oklahoma",1969,349,5,0,0,"40","popluation",322458,0.0143266475644699
"1765","oklahoma",1970,439,8,1,0,"40","popluation",322458,0.0182232346241458
"1766","oklahoma",1984,90,0,0,0,"40","popluation",322458,0
"1767","oklahoma",1985,150,6,1,0,"40","popluation",322458,0.04
"1768","oklahoma",1986,78,4,0,0,"40","popluation",322458,0.0512820512820513
"1769","oklahoma",1974,99,3,0,0,"40","popluation",322458,0.0303030303030303
"1770","oklahoma",1975,31,0,0,0,"40","popluation",322458,0
"1771","oklahoma",1976,87,1,0,0,"40","popluation",322458,0.0114942528735632
"1772","oklahoma",1977,177,7,1,0,"40","popluation",322458,0.0395480225988701
"1773","oklahoma",1978,45,1,0,0,"40","popluation",322458,0.0222222222222222
"1774","oklahoma",1979,100,2,2,0,"40","popluation",322458,0.02
"1775","oklahoma",1980,94,2,1,0,"40","popluation",322458,0.0212765957446809
"1776","oklahoma",1981,171,4,1,0,"40","popluation",322458,0.0233918128654971
"1777","oklahoma",1982,181,7,0,0,"40","popluation",322458,0.0386740331491713
"1778","oklahoma",1983,109,8,0,0,"40","popluation",322458,0.073394495412844
"1779","oklahoma",1997,154,11,0,0,"40","popluation",322458,0.0714285714285714
"1780","oklahoma",1998,196,10,1,0,"40","popluation",322458,0.0510204081632653
"1781","oklahoma",1999,111,10,2,0,"40","popluation",322458,0.0900900900900901
"1782","oklahoma",2000,109,4,0,0,"40","popluation",322458,0.036697247706422
"1783","oklahoma",2001,201,16,0,0,"40","popluation",322458,0.0796019900497512
"1784","oklahoma",2002,194,16,1,0,"40","popluation",322458,0.0824742268041237
"1785","oklahoma",2003,168,6,0,0,"40","popluation",322458,0.0357142857142857
"1786","oklahoma",2004,162,6,2,1,"40","popluation",322458,0.037037037037037
"1787","oklahoma",2005,128,9,1,1,"40","popluation",322458,0.0703125
"1788","oklahoma",2006,148,9,2,0,"40","popluation",322458,0.0608108108108108
"1789","oklahoma",2007,110,7,0,0,"40","popluation",322458,0.0636363636363636
"1790","oklahoma",2008,149,14,2,0,"40","popluation",322458,0.0939597315436242
"1791","oklahoma",2009,120,6,2,0,"40","popluation",322458,0.05
"1792","oklahoma",2010,113,11,0,0,"40","popluation",322458,0.0973451327433628
"1793","oklahoma",2011,104,10,0,0,"40","popluation",322458,0.0961538461538462
"1794","oklahoma",2012,122,8,1,0,"40","popluation",322458,0.0655737704918033
"1795","oklahoma",2013,163,9,0,0,"40","popluation",322458,0.0552147239263804
"1796","oklahoma",2014,135,8,1,0,"40","popluation",322458,0.0592592592592593
"1797","oklahoma",2015,118,12,0,0,"40","popluation",322458,0.101694915254237
"1798","oklahoma",2016,96,5,1,0,"40","popluation",322458,0.0520833333333333
"1799","oklahoma",1990,142,4,1,1,"40","popluation",322458,0.028169014084507
"1800","oklahoma",1991,130,1,0,0,"40","popluation",322458,0.00769230769230769
"1801","oklahoma",1992,159,3,1,0,"40","popluation",322458,0.0188679245283019
"1802","oklahoma",1993,144,7,1,0,"40","popluation",322458,0.0486111111111111
"1803","oklahoma",1994,212,14,2,0,"40","popluation",322458,0.0660377358490566
"1804","oklahoma",1995,206,18,1,0,"40","popluation",322458,0.087378640776699
"1805","oklahoma",1996,237,9,1,0,"40","popluation",322458,0.0379746835443038
"1806","oklahoma",1988,221,15,0,1,"40","popluation",322458,0.0678733031674208
"1807","oklahoma",1989,130,5,0,1,"40","popluation",322458,0.0384615384615385
"1808","oklahoma",1987,61,3,0,0,"40","popluation",322458,0.0491803278688525
"1809","oregon",1976,976,20,5,0,"41","popluation",272197,0.0204918032786885
"1810","oregon",1974,705,22,1,1,"41","popluation",272197,0.0312056737588652
"1811","oregon",1975,823,20,3,0,"41","popluation",272197,0.0243013365735115
"1812","oregon",1967,344,7,1,0,"41","popluation",272197,0.0203488372093023
"1813","oregon",1968,381,9,0,0,"41","popluation",272197,0.0236220472440945
"1814","oregon",1969,382,8,0,0,"41","popluation",272197,0.0209424083769634
"1815","oregon",1970,589,10,1,0,"41","popluation",272197,0.0169779286926995
"1816","oregon",1971,741,9,0,0,"41","popluation",272197,0.0121457489878543
"1817","oregon",1972,827,13,2,0,"41","popluation",272197,0.0157194679564692
"1818","oregon",1973,770,10,0,0,"41","popluation",272197,0.012987012987013
"1819","oregon",1986,942,46,3,3,"41","popluation",272197,0.0488322717622081
"1820","oregon",1987,937,42,1,0,"41","popluation",272197,0.0448239060832444
"1821","oregon",1988,933,38,3,2,"41","popluation",272197,0.0407288317256163
"1822","oregon",1989,904,49,2,1,"41","popluation",272197,0.0542035398230089
"1823","oregon",1990,803,45,3,0,"41","popluation",272197,0.0560398505603985
"1824","oregon",1991,939,62,9,0,"41","popluation",272197,0.0660276890308839
"1825","oregon",1992,1287,74,8,0,"41","popluation",272197,0.0574980574980575
"1826","oregon",1993,1191,85,5,2,"41","popluation",272197,0.0713685978169605
"1827","oregon",1994,875,62,5,5,"41","popluation",272197,0.0708571428571429
"1828","oregon",1995,783,70,4,1,"41","popluation",272197,0.0893997445721584
"1829","oregon",1996,799,71,10,1,"41","popluation",272197,0.0888610763454318
"1830","oregon",1997,707,60,3,0,"41","popluation",272197,0.0848656294200849
"1831","oregon",1998,695,45,5,1,"41","popluation",272197,0.0647482014388489
"1832","oregon",1999,694,57,4,1,"41","popluation",272197,0.0821325648414986
"1833","oregon",2000,701,65,8,2,"41","popluation",272197,0.0927246790299572
"1834","oregon",2001,690,67,4,0,"41","popluation",272197,0.0971014492753623
"1835","oregon",2002,677,51,6,2,"41","popluation",272197,0.0753323485967504
"1836","oregon",2003,531,51,8,1,"41","popluation",272197,0.096045197740113
"1837","oregon",2004,516,46,1,2,"41","popluation",272197,0.0891472868217054
"1838","oregon",2005,655,73,5,0,"41","popluation",272197,0.111450381679389
"1839","oregon",2006,761,66,1,0,"41","popluation",272197,0.0867279894875164
"1840","oregon",2007,653,71,1,1,"41","popluation",272197,0.108728943338438
"1841","oregon",2008,653,79,7,0,"41","popluation",272197,0.120980091883614
"1842","oregon",2009,761,101,5,0,"41","popluation",272197,0.132720105124836
"1843","oregon",2010,637,85,3,2,"41","popluation",272197,0.133437990580848
"1844","oregon",2011,658,100,4,1,"41","popluation",272197,0.151975683890578
"1845","oregon",2012,624,86,3,0,"41","popluation",272197,0.137820512820513
"1846","oregon",2013,570,91,2,0,"41","popluation",272197,0.159649122807018
"1847","oregon",2014,700,101,2,0,"41","popluation",272197,0.144285714285714
